business_name,category,location,description_words,description_chars,quality_bucket,phone,address
"Bon Voyage Travel Agency","Travel","Lagos","25","183","thin","01 454 5085","57A, Marinho Drive, Victoria Island, Lagos, Nigeria"
"CFS Logistics Services Ltd.","Travel","Lagos","29","241","thin","0803 307 9397, 0809 807 9397, 01 433 3524","22, Ogunyinka Street, Oshodi, Lagos State, Nigeria"
"Connoisseur travel & Tours Ltd","Travel","Lagos","33","247","thin","0701 875 5136, 0701 236 7349","10, Association Drive Close Idimu, Alimosho, Lagos Nigeria"
"Efex Executive Travel","Travel","Lagos","20","124","very_thin","0803 425 6522, 08023 134 121","77/78, Murtala Mohammed Way, Yaba, Lagos, Nigeria"
"First Business Logistics","Travel","Lagos","18","137","very_thin","0704 498 7700, 0704 003 3300, 0704 005 5500","9A, Service Road, Murtala Muhammed International Airport way, Ikeja, Lagos Nigeria"
"Gulfvisa Travel & Tours","Travel","Lagos","24","170","very_thin","0701 396 3931","1 Sholly Beauty Avenue, Off LASU-Iba Exp. Way, Akesa, Lagos Nigeria"
"Leben Travels And Tours","Travel","Lagos","30","206","thin","0811 377 3271, 0704 406 3659","Office 5 - No 1, olayiwola street by Charity road, Oko-Oba Rd, Abule agba, Lagos State"
"Ashton & Dave Travels and Holidays Limited","Travel","Lagos","28","187","thin","0704 498 7101, 01 342 3744","7 Saka Tinubu Street, Victoria Island, Lagos State Nigeria"
"Clyymaxx Heritage Travels And Tours Ltd","Travel","Lagos","18","139","very_thin","0908 054 7249","Lamrat plaza 54 Idimu Egbeda Road, Egbeda, Lagos"
"Dees Travels & Tours Limited","Travel","Lagos","27","160","thin","070033378728357, 0803 348 4517, 0908 027 5815","1st Floor, Wilberforce House, 182/184 Broad Street, Opp. Ecobank, by Apongbon Bridge, Marina Lagos Island, Lagos Nigeria"
"Jayson Travel & Tours","Travel","Lagos","37","239","thin","0903 902 5550","24 Road, E Close, Festac town, Lagos"
"Mary J Travels","Travel","Lagos","21","147","very_thin","0701 154 1054","410 Ikorodu Road, Ojota, Lagos"
"Ridah Travels","Travel","Lagos","25","171","thin","0705 919 5619","Suite 18, 126 Ogba Road off Oba Akran Way, Ikeja, Lagos"
"Teez Global","Travel","Lagos","26","199","thin","0817 309 5263","14, Osho Street,, Orile-Iganmu, Lagos"
"A Travels & Tours","Travel","Lagos","38","242","thin","0806 892 0872, 01 8210525 -6","Suite J6, Road 5, Ikota, Lagos Nigeria"
"Abbegrace Travels and Charter Services","Travel","Lagos","33","214","thin","0806 037 6201, 0803 306 2304, 0703 861 6198","Block 15, Shop 12 & 13, Odua Internation Complex, Ojota, Lagos Nigeria"
"Abbey Travels & Tours Limited","Travel","Lagos","25","170","thin","0706 0593000, 0802 316 4000","19 Military Street, Onikan, Lagos Island, Lagos Nigeria"
"Afro Tourism","Travel","Lagos","22","155","very_thin","0700 868 7476, 0700 868 7476, 0802 262 9576","16 Wema Terrace, off Udi Street, Osbourne Estate, Ikoyi, Lagos Nigeria"
"After School Hours Travel Limited","Travel","Lagos","17","114","very_thin","0802 324 7063, 01 794 6557","231, Hebert Macaulay Street, Lagos Mainland, Lagos, Nigeria"
"Al-Baraq Travels","Travel","Lagos","35","249","thin","0802 402 9843, 0909 318 8119","44, Adegbola Street, Anifowoshe Ikeja, Lagos Nigeria"
"Alco Travel Agency","Travel","Lagos","27","187","thin","0802 593 2611, 01 263 3682","29A, Tafawa Balewa Square, Lagos Island, Lagos Nigeria"
"Almond Travels & Tours Limited","Travel","Lagos","21","159","very_thin","0802 318 2261, 01 584 6554","21, Oritshe Street, Ikeja, Lagos State Nigeria"
"Arrival Travels & Tours","Travel","Lagos","38","247","thin","0803 832 7981, 0818 502 7952","8A Ogundana Street, Ikeja, Lagos Nigeria"
"Ayo Travels","Travel","Lagos","20","129","very_thin","0808 561 9875","11, Balogun Street, Ikeja, Lagos, Nigeria"
"Babony Travels","Travel","Lagos","26","179","thin","0803 499 9625, 0807 910 4405","9, Seidu Toriola Street, Iyana Ipaja, Alimosho, Lagos Nigeria"
"Beekay Travels","Travel","Lagos","33","255","thin","0809 568 7641, 0805 395 0047, 01 791 4560","182, Awolowo Road, Ikoyi, Lagos Nigeria"
"Bitts Travel & Tours Limited","Travel","Lagos","36","234","thin","0702 837 1799","E7 Falomo Shopping Centre, Ikeja, Lagos Nigeria"
"Blue Wave Global Express Limited","Travel","Lagos","20","142","very_thin","0803 622 5774, 0805 736 1119, 01 844 6025","15, Osoloway, Ajao Estate, Oshodi Isolo, Lagos Nigeria"
"Candyz Travel & Tours","Travel","Lagos","26","194","thin","0817 608 4751","30 Rafiu Babatunde Tinubu Way, Redeem Church Building Beside Samsung Office, Apple Junction, Amuwo, Lagos Nigeria"
"Byteville Technologies Limited","Computers","Lagos","39","239","thin","0902 888 8903, 0803 053 9050","72, Falolu Street, off Akerele Road, Surulere, Lagos Nigeria"
"MainOne Data Center & Cloud Services","Computers","Lagos","21","150","very_thin","0809 040 4000","43, Saka Tinubu, Victoria Island, Lagos Nigeria"
"Obejor Computers","Computers","Lagos","21","120","very_thin","0704 000 2622","17 Obafemi Awolowo Way, Ikeja, Lagos"
"Paragons Technologies Ltd","Computers","Lagos","21","176","very_thin","0803 406 5014, 0708 865 2804, 0704 199 4555","8, Ola-Ayeni street, off Simbiat Abiola Road, Computer Village Ikeja, Lagos Nigeria"
"Soft Solutions Ltd","Computers","Lagos","21","168","very_thin","0803 706 5597, 01 293 2127, 01 761 2051","5 Alhaji Tokan Street, Alaka Estate Surulere, Lagos Nigeria"
"Wilisef Data Technologies - ICT.","Computers","Lagos","28","225","thin","0803 719 7627, 0812 652 3500","NO 14, Okota Road, By Gideon Bus Stop, Okota Isolo, Lagos"
"Best Info Tech Services","Computers","Lagos","22","128","very_thin","090 1604 1006","No 8, Ola-Ayeni Street, Computer Village, Ikeja, Lagos, Nigeria"
"Cee Digital Hub","Computers","Lagos","19","150","very_thin","07063372258, 08106069430, 08077398837","5A, Western Avenue, Lagos, Lagos"
"Optimus Samtron Limited","Computers","Lagos","22","155","very_thin","0803 458 4571","No 10 Adekemi Awosanya Close, off Container Bus stop, Awoyaya Ibeju - Lekki, Lagos Nigeria"
"Admas Digital Technologies","Computers","Lagos","14","109","very_thin","0803 448 1863, 0805 749 5309","Suite 36, Computer Mega City, Computer Village, Ikeja, Lagos Nigeria"
"Ansel Computers","Computers","Lagos","33","254","thin","0805 552 0950, 0803 491 6806, 0803 302 1969","6, Ola Ayeni Street, Computer Village Ikeja, Lagos Nigeria"
"Beta Computers Limited","Computers","Lagos","24","191","very_thin","0702 600 4177, 0704 109 5813, 01 454 6503","13, Adebola street, Surulere, Lagos Nigeria"
"Biotales Technologies","Computers","Lagos","21","153","very_thin","0802 880 1549, 0909 123 4770","27 James Robertson Street, Surulere, Lagos Nigeria"
"Celeris Technologies Limited","Computers","Lagos","20","187","very_thin","9051633023","No 2 Kazeem Oyofo Street, Ajah, Lagos"
"Doztronics Company Limited","Computers","Lagos","10","78","very_thin","0803 325 9060, 0803 714 8793, 0704 109 5820","5, Otigba Street, Computer Village, Ikeja, Lagos, Nigeria"
"Dumotech International Limited","Computers","Lagos","17","122","very_thin","0803 300 7759, 0812 299 8822","13 Francis Oremeji Street, Computer Village, Ikeja, Ikeja, Lagos Nigeria"
"Ecagon Technologies Ltd","Computers","Lagos","19","135","very_thin","0802 293 1312, 0708 209 6524","No 4 victory street, off community rd isawo, Agric, Ikorodu, Lagos"
"Everlead Communications Ltd","Computers","Lagos","18","120","very_thin","0802 223 7999, 0803 055 5010, 0808 080 3838","202, Awolowo Road (2nd Floor), Ikoyi, Lagos Nigeria"
"Exclusive Computers","Computers","Lagos","26","182","thin","0803 513 3164","12, francis oremeji street, off medical road, Computer Village Ikeja, Lagos Nigeria"
"Grifdol Global Ltd","Computers","Lagos","28","173","thin","081 719 91367, 090 248 54642","30 Otigba Street, Computer Village Ikeja, Lagos Nigeria"
"IT Galleria","Computers","Lagos","35","218","thin","0803 835 5891, 0907 659 2751","29,Otigba Street, Ikeja, Lagos"
"Kaymonology Computer","Computers","Lagos","13","98","very_thin","08054561122, 08035491820","Agodi gate Ibadan beside Saleem chemist, Ibadan, Oyo"
"Leo'z Creativez","Computers","Lagos","32","205","thin","0907 131 9088","No 1 Ariyo Close, Mafoluku Oshodi, Lagos Nigeria"
"Makeasysolution","Computers","Lagos","29","190","thin","0803 420 2141, 0902 946 6109","12a Toyosi Adetoro Street, Chevyview Estate,, Lekki, Lagos"
"NexRexx Technologies","Computers","Lagos","30","190","thin","0701 231 6683, 0813 427 7088","1a, medical road, computer village, Ikeja, Lagos"
"Onetap","Computers","Lagos","21","149","very_thin","0810 197 0757","Block 15, Adigun Avenue, Isheri, Magodo, Lagos"
"Osas Electronics Nigeria Ltd","Computers","Lagos","18","123","very_thin","0706 529 9462, 0706 529 9462, 0706 529 9462","33 Cereek Avenue (2nd floor), Lagos, Nigeria"
"Rado Technologies","Computers","Lagos","19","147","very_thin","0909 396 2151, 0802 656 4522","61, Kelani Street Ade Alu bus/stop, Iyana Ipaja, Lagos Nigeria"
"Ramcad Computers Limited","Computers","Lagos","25","198","thin","(+234) 8033316352, (+234) 8037193800,, +1-813-347-6599","12/14 Broad Street, Marina Lagos, State"
"Rights & Reasons Investments","Computers","Lagos","17","116","very_thin","08078296955, 08104050273","12 Majolate Street, Ilupeju Onipan, Lagos"
"T&K Computer","Computers","Lagos","32","233","thin","0810 715 6552, 0908 321 8005, 0903 717 9402","16, Adeyemi Olalekan Street, Papa Agura, Ikorodu, Lagos Nigeria"
"The Source Computers Limited","Computers","Lagos","18","122","very_thin","+234 1 280 3470, 0704 592 4131","Block 1 Plot 8,Rock Drive, Off C&I Leasing, Lekki Phase 1 Lagos Island, Lagos Nigeria"
"Total IT Nigeria Limited","Computers","Lagos","37","249","thin","0802 532 1238, 0705 517 8355","12, Oshitelu Street, Ikeja, Lagos"
"VEN Techsystems Limited","Computers","Lagos","18","134","very_thin","0803 409 6580, 0818 290 3312, 0817 894 0783","103 Alhaji Amoo Street, Off Roju Avenue, Ojota, Lagos Nigeria"
"Balotech Computer Engineer","Computers","Lagos","26","173","thin","0809 065 5819","40 Ibukun Olu Street, Akoka, Lagos"
"Afri Agri Products Ltd","Agriculture","Lagos","17","115","very_thin","0702 710 5754, 01 295 8045","4 Metal Box Road Industrial Estate, Ogba Ikeja, Lagos Nigeria"
"XtraLarge Farms","Agriculture","Lagos","16","128","very_thin","0708 849 6478, 0818 220 5553","82, Allen Avenue, Ibilola Nelson House, Ikeja, Lagos, Nigeria"
"Zowasel","Agriculture","Lagos","22","150","very_thin","0809 668 7309, 01 342 4403","29, Adeniyi Jones Avenue, Ikeja, Lagos Nigeria"
"Agric International Technology & Trade Ltd.","Agriculture","Lagos","25","173","thin","0810 607 1512, 0807 890 4890","5 Agoro Odiyan Street, Victoria Island, Lagos Nigeria"
"BUA Food","Agriculture","Lagos","26","147","thin","0709 802 7216, 01 461 0669, 01 461 0670","64 Adetokunbo Ademola, Victoria Island, Lagos Nigeria"
"Origin Tech Group Nigeria Limited","Agriculture","Lagos","11","84","very_thin","01 460 0800","33, Imam Dauda Street,  Surulere, Lagos"
"Best Alliance","Agriculture","Lagos","18","99","very_thin","0816 548 2635, 0802 313 5438","29 peace avenue Majoda Adamo, Ikorodu, Lagos"
"C. Woermann Agriculture & Forestry","Agriculture","Lagos","25","183","thin","01 291 8597","6 Badejo Kalesanwo Street Matori Industrial Estate, Mushin, Lagos Nigeria"
"Enas Global Ventures Nig Ltd","Agriculture","Lagos","28","195","thin","0803 313 6329","47 Ikotun Idimu Road, Ikotun Alimosho, Lagos"
"Golden Oil Industries Limited","Agriculture","Lagos","23","138","very_thin","0701 799 2727, 0708 786 7861, 0806 381 1948","59A Adekunle Fajuyi Way Opp Shogunle Bus Stop Near PDP office, GRA Ikeja, Lagos Nigeria"
"Livestock Feeds PLC","Agriculture","Lagos","27","167","thin","0807 728 1600","1 Henry Carr Street, Ikeja, Lagos Nigeria"
"Nosak Farm Produce Limited","Agriculture","Lagos","20","132","very_thin","0805 116 6725","2 Alapata Close Dockyard Road, Apapa, Lagos Nigeria"
"Rice Afrika Technologies ltd","Agriculture","Lagos","20","175","very_thin","0818 035 3315","12a, Alfred Olaiya street, Opebi, Ikeja, Lagos, Nigeria"
"Agro Hortiponics","Agriculture","Lagos","32","212","thin","0703 503 7656","45 Fred Williams Street, Off Iju-Ishaga Road, Fagba, Lagos Nigeria"
"Arylla Farms","Agriculture","Lagos","29","221","thin","0808 862 7222","5 Unity Street Olowora Berger, Lagos, Nigeria"
"Devon Kings Oil Limited","Agriculture","Lagos","27","171","thin","0703 228 8097","45/47 Town Planning Way,, Ilupeju, Ikeja, Lagos"
"Jovana Farms Nigeria Limited","Agriculture","Lagos","26","190","thin","0803 326 2808, 0802 937 3076, 0805 216 8189","127 Isolo Road Palm Avenue Bus-stop, Mushin, Lagos"
"Abtop Agriculture","Agriculture","Lagos","19","139","very_thin","0703 638 8837","Ipaja Road Iyana Mosan, Iyana Ipaja, Lagos Nigeria"
"AgricHaven","Agriculture","Lagos","28","187","thin","0803 245 4949","20, Onajimi Street, Bariga, Lagos Nigeria"
"Astoriatrade Ltd","Agriculture","Lagos","24","173","very_thin","0810 472 1818","8 Alesh Ajah Rd, Lekki Ajah, Lagos"
"Batisal Nigeria Limited","Agriculture","Lagos","17","126","very_thin","0803 329 5255","9 Kadiri Street, Ogba Ikeja, Lagos Nigeria"
"Bolawole Enterprises Nigeria Ltd","Agriculture","Lagos","31","233","thin","01 342 7898","14 Fatai Atere Way, Matori Oshodi Mushin, Lagos Nigeria"
"Dass Agric Services","Agriculture","Lagos","28","176","thin","0802 716 6428, 0709 881 3725","2A, Adebowale Avenue, Mende Maryland, Lagos Nigeria"
"Divine Agric Resources Ltd","Agriculture","Lagos","19","134","very_thin","0805 330 9693","3 Laguda Close, Ire Akari Oshodi Isolo, Lagos Nigeria"
"Eagle Wins Export","Agriculture","Lagos","21","136","very_thin","0802 841 3111, 0816 744 6814","Alape Shopping Plaza LASU-Isheri Road, Iba Town Ojo, Lagos Nigeria"
"Farm Influent Plus Agro Hub","Agriculture","Lagos","27","201","thin","0701 174 0446","Iganke, Agbowa, Lagos"
"Farmcenta LLC","Agriculture","Lagos","30","210","thin","0701 823 1992, 0817 820 6002, 0809 782 3573","12, Kayode Alli Close, Ikeja, Lagos"
"Gphets And Agro Care Services","Agriculture","Lagos","25","150","thin","0703 488 9517, 0809 359 7845","Block 82 LSDPC Estate, Odungunyan Ikorodu, Lagos Nigeria"
"Greenodus Concepts Limited","Agriculture","Lagos","29","212","thin","0808 761 5410","10 / 12 Estaport Avenue,, Sholuyi Gbagada, Lagos State"
"Ladgroup Nigeria Limited","Agriculture","Lagos","21","127","very_thin","0818 214 0630, 0802 295 1170","24 Abimbola Street, Isolo, Lagos Nigeria"
"Macmed Integrated Farms","Agriculture","Lagos","19","128","very_thin","0803 331 6905, 0909 224 5349","No 1 Gani street Ijegun Imore, New Site Satellite Town, Lagos Nigeria"
"Maigona Marketplace Limited","Agriculture","Lagos","25","163","thin","0805 676 7819","2ND Floor, Infinite Grace Plaza, Plot 4 Oyetubo Street, Off Obafemi Awolowo Way, Ikeja, Lagos"
"Mayfair Agro-Allied Nigeria Limited","Agriculture","Lagos","17","113","very_thin","0808 117 9666","4 Elsie Femi Pearse Street, Victoria Island Eti Osa, Lagos Nigeria"
"Nu'eden foods","Agriculture","Lagos","27","206","thin","0701 920 8558, 0805 676 8215","14, Alh Quadri street,off college road, Ogba Ikeja, Lagos"
"Peacecamp Global Investment Nig Ltd","Agriculture","Lagos","18","144","very_thin","0803 806 2354, 0807 184 4744","47 Moliki Street, Ijegun Ikotun Alimosho, Lagos"
"Yaba College of Technology","Education","Lagos","19","138","very_thin","0703 743 1055","Hussey Street, Yaba, Lagos Nigeria"
"St. Gregory's College","Education","Lagos","19","118","very_thin","0806 139 3169","18/19 St Gregory's College Road, Ikoyi, Lagos"
"Adeniran Ogunsanya College of Education","Education","Lagos","24","155","very_thin","0802 827 9961, 0803 325 1351","Km 30 Lagos-Badagry Expressway, Otto Ijanikin Festac Town, Lagos"
"Lys Academy","Education","Lagos","20","144","very_thin","01 7359870","No 28, Alhaji Shokoya Street, Mafuluku Oshodi, Lagos Nigeria"
"NGScholars","Education","Lagos","34","233","thin","+234 806 445 3380","1, Adekunle Owobiyi Close, Off Oladele Kadiri Street, Ogba, Lagos State"
"Nigerian Institute of Journalism","Education","Lagos","19","146","very_thin","0805 919 6459, 0803 942 5438, 01 8962003","Lateef Jakande House, 8-14, Ijaiye Road, Ogba Ikeja, Lagos"
"Unicaribbean Business School","Education","Lagos","20","149","very_thin","0802 432 6624","24, Agbarho Street, Off Lagos Road, Ikorodu, Lagos Nigeria"
"Nightingale's Caregivers Academy","Education","Lagos","24","187","very_thin","0904 253 8821, 0802 588 1749, 0902 963 9658","90 Marine Road, Apapa GRA, Lagos, Nigeria"
"Concorde Educational Consultants","Education","Lagos","13","120","very_thin","8033217779","7 Sholahan Ijesha, Surulere, Lagos"
"Institute for Operation Research of Nigeria","Education","Lagos","19","134","very_thin","0805 471 5320, 0802 490 8427","19, Bode Thomas Road, Surulere, Lagos"
"Manemi Nigeria- Scholar Sponsor","Education","Lagos","13","89","very_thin","0812 650 9530","7 Deji Odunuga Street, Anthony Village, Lagos"
"Marvangel Kids","Education","Lagos","23","168","very_thin","08033392857, 08090884416","12 Akintan Street Dideolu Estate, Ogba Ikeja, Lagos"
"Meadow Hall Group","Education","Lagos","29","208","thin","0905 381 6215","Meadow Hall Way, Alma Beach Estate, Lekki-Epe Expressway, Lekki, Lagos"
"Oxbridge Tutorial College","Education","Lagos","18","174","very_thin","0802 133 2170","49 Sobo Arobiodu Street, GRA Ikeja, Lagos Nigeria"
"School Of Banking Honours","Education","Lagos","23","182","very_thin","8098033989","74, Isheri Road, All Seasons Place, Ojodu Berger, Ikeja, Lagos, Nigeria"
"Tekfire Education","Education","Lagos","31","252","thin","0811 457 3173","12 Mike Opeseyi street, Okoko, Lagos"
"TrigleG Consult","Education","Lagos","21","129","very_thin","0803 740 9999","3A Ijaiye, Ogba Ikeja, Lagos"
"Ucedlearn","Education","Lagos","34","240","thin","08161257997, 09060007718","42 Montgomery Road, Yaba, Lagos"
"Whiteoak Preparatory School","Education","Lagos","17","105","very_thin","01 733 9020","Oba Yesufu Abiodun road, Victoria Island, Lagos, Nigeria"
"Phytoscience Double Stem Cell","Health","Lagos","33","217","thin","0803 285 2530, 0814 966 6894, 0803 285 2530","No. 23 Opebi Road, Opebi- Ikeja, Lagos"
"Action Health Incorporated","Health","Lagos","23","162","very_thin","01 774 3745","17 Lawal Street, Off Oweh Street, Fadeyi, Lagos"
"BeyHealth","Health","Lagos","27","208","thin","+234 702 300 1032, +234 816 000 0305, +234 816 000 0306","BeyHealth Suites, 1st Floor, Jabita Court Plot 136 Alake Onile-Ere Crescent, Gbagada Estate Phase 2, Lagos, Nigeria"
"Drugstoc E-Hub Ltd","Health","Lagos","25","183","thin","01 700 5571, 0803 687 9999, 0809 396 1534","Plot 3 Billings way, Oregun, Ikeja, Lagos"
