business_name,phone,address,location,category,description
Arrowhead Automobiles,"0802 430 0256, 0818 188 6968, 0909 000 6894","35C, Adetokunbo Ademola Street, Victoria Island, Lagos Nigeria",Lagos,Automotive,"Arrowhead Automobiles have over the years carved a niche in the high-end segment of the automobile market. We import and stock latest models of luxury brands like Mercedes Benz, Range Rover, Jaguar, Bentley, Honda, Toyota, Nissan and Mitsubishi."
Auto Auction Mall,0901 536 2533,"268 Herbert Macaulay Way, Alagomeji Yaba, Lagos Nigeria",Lagos,Automotive,"We believe that customers shouldnâ€™t have to compromise on customer service in order to find a good deal. We believe in combining the convenience of modern technology with an old school commitment to honesty, integrity and service."
Autoselect Nigeria Limited,0808 201 6758,"44, Opebi Road, Opebi Ikeja, Lagos",Lagos,Automotive,"Autoselect Nigeria Limited provides services in mobile machines, fram oil filters, coastal lubricants, Prestone coolants, Autolite spark plug and replacement parts."
Beta Glass Plc,"0803 912 3883, 01 774 0844","Km 32, Lagos Badagry Expressway, Agbara Industrial Estate Badagry, Lagos Nigeria",Lagos,Automotive,Beta Glass Plc is an automotive windscreen glass manufacturer based in Lagos.
Car Credit247 Global Limited,"0811 111 2028, 0903 000 9728","27, Irewole Street, Opebi Ikeja, Lagos",Lagos,Automotive,"Car Credit247 Global Limited is a new innovation and a renowned automotive company. We offer the following services with flexibility and convenience; car financing, car rentals, car trade-In and fleet management."
Direct Auto Trade,"0908 155 0496, 0802 587 6288","67, Opebi Road, Opebi Ikeja, Lagos Nigeria",Lagos,Automotive,"Direct Auto Trade was formerly called Auto Option and is based in Lagos, offering services in automobile and motorcycle consultancy, servicing, repairs and maintenance, sales and supplies of auto accessories and more."
GM Nigeria Limited,"0803 316 5120, 01 774 0441, 01 271 2470-4","17, Creek Road, Apapa, Lagos Nigeria",Lagos,Automotive,GM Nigeria Limited is an Isuzu auto sales center in Lagos Nigeria.
Nenis Auto Care,"0909 385 5222, 0808 376 3330","No 1, Morris Street, off Herbert Macaulay Way, Yaba, Lagos, Nigeria",Lagos,Automotive,Nenis Auto Care are a multi service center offering both onsite and mobile maintenance services at our clients convenient time and location; we render professional and top-notch auto mobile services.
Zelig Autos Limited,"0803 815 6694, 0909 880 6200","2 Aderibigbe Street, by Ogosco Bus stop kilo, Ikate Surulere, Lagos Nigeria",Lagos,Automotive,"Zelig Autos Limited buys and sells new and used cars, and is located in Lagos Nigeria."
God is Good Transport Company,8139851110,"7 Murtala Muhammed Way, Jibowu, Lagos",Lagos,Transportation,"God is Good Transport Company provides transportation services such as luxury buses for interstate travel,parcel delivery, and terminal operation."
Lagos Metropolitan Area Transport Authority,"0703 004 0003, 01 270 2778, 01 270 2782","KM 15 Ikorodu Road, Ketu-Ojota Cloverleaf Interchange, Ketu, Lagos, Lagos Island, Lagos State, Nigeria",Lagos,Transportation,Lagos Metropolitan Area Transport Authority (LAMATA) is a city passenger transportation agency that is responsible for regulating public transport infrastructure and operations as well as creating an intermodal integrated transport system.
Masglobal Express And Logistics,0803 301 2502,"23, Osolo Way, Ajao Estate, Lagos",Lagos,Transportation,"Masglobal Express And Logistics are company for oil and gas logistics, ship agency, courier service, and air freight."
ABC Transport Plc,"0814 255 2436, 0805 300 1000, 0706 685 5569","Plot 79, Oba Kayode Akinyemi Way By Festac Bypass, Amuwo-Odofin, Lagos state, Nigeria",Lagos,Transportation,"ABC Transport Plc is a transport service company operating in road passenger transportation and provides services such as cargo express services, haulage, shuttle and executive express services."
Chisco Transport Nigeria Limited,"0810 651 7669, 0811 379 8985, 0808 927 3799","26 Ojo-Igbede Road, By Chemist Bus/stop, Alaba Intï¿½l Market, Ojo-Alaba, Lagos Nigeria",Lagos,Transportation,"Chisco Transport Nigeria Limited is an integrated transport logistics company offering travel, tour operating services, bus operating lease, vehicle charter, haulage services and so much more."
Elo-Ex Transport Services,"08099517857, 08099517868","2nd Floor, Providence House, Admiralty Way,, Lekki, Lagos",Lagos,Transportation,"Elo-Ex Transport Services offers rental service of cars, delivery services, and other transport services."
Ronish Nigeria Limited,"0803 231 4499, 01 776 8514","314 / 316, Old Ojo Road (1st Floor) Opposite Festac 3rd Gate, Amuwo Odofin, Lagos Nigeria",Lagos,Transportation,"Ronish Nigeria Limited is a logistics company providing services in freight forwarding, logistics management, customs clearance, general warehousing, storage & cargo handling services, industrial & household packaging."
Valuehandlers International Limited,"0803 224 1768, 0818 207 2412","12, Joseph Odunlami Street, Off Thomas Salako Street, Ogba Bus Stop, Ikeja, Lagos",Lagos,Transportation,"Valuehandlers is a freight forwarding expert and logistics firm that specializes in the provision of total logistic services which include specifically: air cargo shipping, sea or ocean shipping."
Westrend Nigeria Limited,"0805 267 5566, 0805 935 9981","No 297, Ikorodu Road, Idiroko Bus Stop, (Inside Kenn Motors), Maryland, Lagos State, Nigeria",Lagos,Transportation,"Westrend Nigeria Limited is a transport logistics company that offers specialized haulage, cargo clearance and warehousing services."
Arixpress Logistics Solution,"0903 392 5653, 0902 385 2932, 08132417466","7 Olufunsho Ayodele street, Abule Egba, Lagos State",Lagos,Transportation,"Arixpress Logistics Solution is a premier logistics and transportation company, dedicated to providing efficient, reliable, and cost-effective solutions for individuals and businesses. Our expertise spans a wide range of services."
DIN Logistics,"0809 444 5693, 0806 738 1176","40, Adegbola Street,, Anifowoshe Ikeja, Lagos Nigeria",Lagos,Transportation,DIN Logistics is one of the top delivery companies in Lagos. We have trained riders that help businesses to deliver goods to their customers on time and on budget.
B2C Logistics,"0704 333 2264, 0806 946 0536","Bamboo Plaza, 6/8 Ogunusi road, Opposite NNPC, Ojodu, Lagos",Lagos,Transportation,"B2C Logistics is a front player in the logistics industry,a company incorporated under Nigerian law offering various services on logistics."
Bosaj Logistics,9031375925,"585, Agege Motor Way, Shogunle Ikeja, Lagos",Lagos,Transportation,"Bosaj Logistics Ltd is a supply chain management solution provider, with core competencies in the provision of comprehensive product handling services, which includes but not limited to creating customized logistics solutions."
CarryGo,0708 067 2000,"20c CarryGo Avenue, Ikeja, Lagos",Lagos,Transportation,"CarryGo is an online transportation platform linking transporters/couriers to customers. Itâ€™s easy and quick to use, for all your deliveries, transportation of goods, movement of large items, parcels, furnitureâ€™s and broken down vehicles."
Citylink Courier Nigeria Limited,"08039745557, 08023100772, 08093300772","Suites 1&4 LSDPC Complex behind Surulere Post Office opposite General Hospital Gbaja Street off Akerele Street, Surulere, Lagos",Lagos,Transportation,"Citylink are licensed courier operator since 2005 and carry out the following: door to door delivery, office to office delivery, door to door cargo services, warehouse, deliveries and online purchase delivery."
Cityride Transportation Services,"0812 945 9270, 0808 662 9088","Km 14, Beside Zenith Bank, Epe Expressway, Lekki, Lagos, Nigeria",Lagos,Transportation,"Cityride Transportation Services is a subsidiary of Ehisben Nigeria Limited with deluxe transit buses offering vehicle outsourcing, cargo, courier services and transport management services."
Gidierrands,"08084091988, 08061187990, 08186775259","135 Ogunlana Drive, Surulere, Lagos",Lagos,Transportation,"We are building the New Lagos, solving logistics challenges small business face. We are transforming logistics in Lagos, Nigeria, we are making it more faster and safer."
Jand2Gidi Worldwide,"08090987268, 07056287932, 08068944930","8b Ogidi Crescent, Off Christ Avenue, Lekki 1, Lagos",Lagos,Transportation,Jand2Gidi Worldwide are your one-stop logistics company in Nigeria.
Jhaki Technology Limited,0908 077 4081,"42 Nnamdi Azikiwe Avenue, Railway Compound, Ebute Metta, Lagos",Lagos,Transportation,"Jhaki is a platform that connects shippers with carriers. With unmatched capabilities we reinventing freight transportation in Nigeria and sub-Saharan Africa with real-time tracking of cargo, transparent pricing."
Logistix,0706 819 7314,"26, Igbasan street, Opebi Ikeja, Lagos",Lagos,Transportation,"Logistix offers a management software for logistics, delivery, dispatch and courier services in Nigeria. Things possible with the software manage dispatch riders or bikes, pay with card, customize price, track shipment and manage administrators."
Logistix.ng,0701 647 6145,"Plot 23 Kunle Ogunba Street, Off Admiralty Way, Lekki Phase 1, Lagos State",Lagos,Transportation,Logistix.ng is a logistics service provider that connects cargo owners with truck owners and warehouse owners to provide world class logistics services in Nigeria.
Mass Rapid Transit Company Limited,"0805 519 9810, 01 791 1311, 01 791 1312","No 8, Edmund Crescent, Metroline Corridor, Yaba, Lagos, Nigeria",Lagos,Transportation,"Mass Rapid Transit Company Limited (MRT) is a licensed transportation service provider that currently operates under aegis of the Lagos State Urban Mass Transit Scheme and provides charter services, marketing & leasing of commercial and advertising buses."
Matrix Delivery Services,0803 922 3982,"No 65 Opebi Road, Ikeja, Lagos",Lagos,Transportation,"Matrix Delivery Services is one of the best delivery services in Lagos State. We make sure that clients package are delivered ontime at affordable rates. Doorstep delivery, errands services, pick up and drop off and interstate waybills."
Nuel's Logistics,"0816 464 4976, 0701 397 5769","Line 13 shop 3 Odua complex, Ojota, Lagos",Lagos,Transportation,"NUEL'S logistics is a logistics business based in Lagos, Nigeria. We do deliveries within and around the Lagos Mainland, our prices are very competitive and one the best you'll see around, coupled with our impeccable customer service."
Ontime Infull Resources Limited,0907 856 8572,"15 Kofo Abayomi Avenue, Apapa, Lagos",Lagos,Transportation,Ontime Infull Resources Limited is a logistics and supply chain solution business. Our solution offers easy access for anyone to hire both small and big vehicle for haulage with GIT insurance cover to any destination within Nigeria.
Prelead Diversified Limited,"0816 860 6876, 0817 954 3703","12, Ogunmodede street Behind Alade market Allen, Ikeja, Lagos",Lagos,Transportation,"Specializes in marketing all kinds of earth moving equipment such as cars, bus, tractor, trailers, bulldozer, excavator, farm machine, industrial machine, payloader and others."
Premma Logistics and Transport,0803 233 5513,"30 Okota Road, Okota Isolo, Lagos",Lagos,Transportation,"Premma logistics and transport provides tankers, lowbed and flatbed for all your heavy haulages. Our lowbed comes in various capacity, ranging from 40-250 tons capacity."
Savol West Africa Limited,"0702 844 0277, 0702 844 0276","Nigerian Ports Authority Complex, Tincan Island Port, Apapa, Lagos Nigeria",Lagos,Transportation,"Savol West Africa Limited provides services in sea cargo, air freight, project consignment, customs brokerage, customs bonded terminal, clearing and forwarding, land transport, warehousing, ship's agent and more."
Soliana Global Ltd,"0803 628 2052, 0803 620 7814","2/9 Command Road By Jerusalem Bus Stop, lpaja, Lagos, Nigeria",Lagos,Transportation,Soliana Global Limited is an indigenous conglomerate company that provides range of services which includes mass transit and road haulage services.
Swoop Logistics Limited,"0810 236 2611, 0706 876 0110","236B Muri Okunola Street, Victoria Island, Lagos",Lagos,Transportation,"Swoop Logistics Limited is a duly registered, 100% Nigerian-owned company specializing inproviding last-mile logistics services covering the Lagos Island, Ikoyi, Victoria Island, Lekki,Ajah parts of Lagos state."
The Mainland Movers,9068487681,"16 Tayo Kehinde Crescent, Egbeda, Lagos Nigeria",Lagos,Transportation,"The Mainland Movers has been providing the best services to Lagos and surrounding areas since 2010. Fair prices, superior quality and exceptional customer service are guaranteed when you work with us.â€‹â€‹ We don't play around, we do the work."
Transita,0812 826 3131,"19, Giwa Oke Aro, Enilolobo, Lagos",Lagos,Transportation,"Transita is an online intercity bus booking platform that allows travelers to Search, Compare, book and buy insurance for their trips using the Website or Mobile apps (Android and apple ios)."
Transport Solution Int'l Ltd,0803 300 3469,"Centage Plaza, Allen Ikeja /Malad Crescent Idimu, Ikeja, Lagos",Lagos,Transportation,"We are IATA cargo agent in Nigeria, representing all IATA member airlines. We  are logistics company rendering door to door services worldwide. Also do packing and removal of goods both machinery and household. ."
